,address,coef,street
24916,Мичуринский_проспект_6к2,6.2879,Мичуринский_проспект
7107,Мичуринский_проспект_19к1,2.90588,Мичуринский_проспект
15488,Мичуринский_проспект_58,-3.37981,Мичуринский_проспект
21853,Мичуринский_проспект_25к4,-3.02834,Мичуринский_проспект
18157,Мичуринский_проспект_29к1,-3.02589,Мичуринский_проспект
25090,Мичуринский_проспект_13к2,-4.7812,Мичуринский_проспект
18872,Мичуринский_проспект_35,-4.53978,Мичуринский_проспект
12408,Мичуринский_проспект_6к1,5.55993,Мичуринский_проспект
19826,Мичуринский_проспект_38,-6.38316,Мичуринский_проспект
11738,Мичуринский_проспект_8к1,-1.91195,Мичуринский_проспект
15586,Мичуринский_проспект_3,4.32904,Мичуринский_проспект
20054,Мичуринский_проспект_26,2.08285,Мичуринский_проспект
24370,Мичуринский_проспект_44к1,-2.36702,Мичуринский_проспект
2185,Мичуринский_проспект_19к2,0.921005,Мичуринский_проспект
7336,Мичуринский_проспект_46,-2.69728,Мичуринский_проспект
25190,Мичуринский_проспект_12к1,-3.12137,Мичуринский_проспект
10182,Мичуринский_проспект_80,2.66926,Мичуринский_проспект
22029,Мичуринский_проспект_21к1,-4.47775,Мичуринский_проспект
4523,Мичуринский_проспект_54к2,-2.33008,Мичуринский_проспект
19350,Мичуринский_проспект_16,3.19925,Мичуринский_проспект
24201,Мичуринский_проспект_54к4,-2.61947,Мичуринский_проспект
6384,Мичуринский_проспект_24,-1.90031,Мичуринский_проспект
9207,Мичуринский_проспект_13к1,-5.09002,Мичуринский_проспект
13476,Мичуринский_проспект_20,-2.41988,Мичуринский_проспект
3675,Мичуринский_проспект_29к3,-1.06777,Мичуринский_проспект
13872,Мичуринский_проспект_6к3,6.13595,Мичуринский_проспект
21091,Мичуринский_проспект_9к2,-2.84781,Мичуринский_проспект
23382,Мичуринский_проспект_21к3,-3.76282,Мичуринский_проспект
7791,Мичуринский_проспект_15,-3.36003,Мичуринский_проспект
7185,Мичуринский_проспект_13к3,-4.91597,Мичуринский_проспект
17704,Мичуринский_проспект_13,-5.48615,Мичуринский_проспект
11201,Мичуринский_проспект_11к3,2.91859,Мичуринский_проспект
18408,Мичуринский_проспект_11к2,3.61286,Мичуринский_проспект
2631,Мичуринский_проспект_9к4,-3.1503,Мичуринский_проспект
18417,Мичуринский_проспект_10к1,-4.14279,Мичуринский_проспект
11000,Мичуринский_проспект_54к3,-3.38864,Мичуринский_проспект
9982,Мичуринский_проспект_54к5,-3.71748,Мичуринский_проспект
3852,Мичуринский_проспект_27к3,-4.57905,Мичуринский_проспект
25817,Мичуринский_проспект_25к2,-4.0763,Мичуринский_проспект
12839,Мичуринский_проспект_7,3.65976,Мичуринский_проспект
823,Мичуринский_проспект_48,-2.33305,Мичуринский_проспект
11247,Мичуринский_проспект_27к1,-4.76897,Мичуринский_проспект
23172,Мичуринский_проспект_8к2,-2.79707,Мичуринский_проспект
5899,Мичуринский_проспект_31к3,-3.43854,Мичуринский_проспект
12810,Мичуринский_проспект_54к1,-4.77551,Мичуринский_проспект
14924,Мичуринский_проспект_25к1,-4.07366,Мичуринский_проспект
16379,Мичуринский_проспект_52,-2.79217,Мичуринский_проспект
21110,Мичуринский_проспект_9,-4.89384,Мичуринский_проспект
24087,Мичуринский_проспект_29,4.2004,Мичуринский_проспект
7778,Мичуринский_проспект_29к2,-3.27813,Мичуринский_проспект
22672,Мичуринский_проспект_11к4,3.77103,Мичуринский_проспект
18711,Мичуринский_проспект_25к3,-3.99407,Мичуринский_проспект
10910,Мичуринский_проспект_50,-3.14023,Мичуринский_проспект
5835,Мичуринский_проспект_17,-2.80842,Мичуринский_проспект
25505,Мичуринский_проспект_44к2,-2.67148,Мичуринский_проспект
11516,Мичуринский_проспект_5,5.92161,Мичуринский_проспект
17715,Мишина_улица_27,-2.09252,Мишина_улица
20078,Мишина_улица_28,-0.728168,Мишина_улица
8654,Мишина_улица_34к2,-0.957381,Мишина_улица
22121,Мишина_улица_42,-2.25488,Мишина_улица
8278,Мишина_улица_32,-1.51999,Мишина_улица
22311,Мишина_улица_39,-1.36091,Мишина_улица
15111,Мишина_улица_38,-0.921331,Мишина_улица
16699,Мишина_улица_4,-0.462081,Мишина_улица
21808,Мишина_улица_34к1,-0.997596,Мишина_улица
16102,Мишина_улица_29,-1.72761,Мишина_улица
21382,Мишина_улица_22,-1.17361,Мишина_улица
9447,Мишина_улица_26,2.17487,Мишина_улица
16468,Мишина_улица_23,-0.853614,Мишина_улица
12947,Мишина_улица_12,-1.13099,Мишина_улица
425,Мишина_улица_16,-2.76578,Мишина_улица
9537,Можайский_переулок_3,-1.9037,Можайский_переулок
24646,Можайский_переулок_5,-2.24485,Можайский_переулок
20412,Можайское_шоссе_37,-3.3039,Можайское_шоссе
8037,Можайское_шоссе_41к1,-3.08709,Можайское_шоссе
3507,Можайское_шоссе_22к1,1.1399,Можайское_шоссе
6891,Можайское_шоссе_34к1,-2.16534,Можайское_шоссе
22959,Можайское_шоссе_29,-3.75143,Можайское_шоссе
6098,Можайское_шоссе_12,-2.23138,Можайское_шоссе
24020,Можайское_шоссе_45к1,-5.857,Можайское_шоссе
18616,Можайское_шоссе_26,-2.81512,Можайское_шоссе
12416,Можайское_шоссе_42,-2.014,Можайское_шоссе
26185,Можайское_шоссе_30,-1.26373,Можайское_шоссе
20932,Можайское_шоссе_45к2,-4.70985,Можайское_шоссе
1337,Можайское_шоссе_18к1,-1.44336,Можайское_шоссе
17409,Можайское_шоссе_20к1,-2.00011,Можайское_шоссе
6382,Можайское_шоссе_38к3,-1.98044,Можайское_шоссе
9295,Можайское_шоссе_2,4.378,Можайское_шоссе
25760,Можайское_шоссе_38к2,-1.35476,Можайское_шоссе
24784,Можайское_шоссе_16,-1.52257,Можайское_шоссе
3405,Можайское_шоссе_3/1,-2.00702,Можайское_шоссе
19001,Можайское_шоссе_46,-2.19705,Можайское_шоссе
16535,Можайское_шоссе_22,2.58247,Можайское_шоссе
9764,Можайское_шоссе_31к1,-3.69456,Можайское_шоссе
4467,Можайское_шоссе_45к4,-1.50806,Можайское_шоссе
4611,Можайское_шоссе_32,-5.29473,Можайское_шоссе
17205,Можайское_шоссе_11,-2.70175,Можайское_шоссе
22664,Можайское_шоссе_33,-2.97051,Можайское_шоссе
16313,Можайское_шоссе_45к3,-1.64399,Можайское_шоссе
8743,Можайское_шоссе_36,1.62525,Можайское_шоссе
15477,Можайское_шоссе_21,-2.78921,Можайское_шоссе
15442,Можайское_шоссе_38к4,-1.33628,Можайское_шоссе
26785,Можайское_шоссе_15,-2.93187,Можайское_шоссе
7790,Можайское_шоссе_28,-2.13492,Можайское_шоссе
21030,Можайское_шоссе_34к3,-2.1371,Можайское_шоссе
6608,Можайское_шоссе_21к2,-1.44589,Можайское_шоссе
1883,Можайское_шоссе_23,-2.8182,Можайское_шоссе
148,Можайское_шоссе_40,-1.62171,Можайское_шоссе
18748,Можайское_шоссе_6к1,-0.531963,Можайское_шоссе
1488,Можайское_шоссе_24,-2.24448,Можайское_шоссе
23412,Можайское_шоссе_9,-3.84077,Можайское_шоссе
25550,Можайское_шоссе_17,-3.63397,Можайское_шоссе
16803,Можайское_шоссе_10,-2.36778,Можайское_шоссе
17629,Можайское_шоссе_44,-1.94935,Можайское_шоссе
15314,Можайское_шоссе_20к2,-0.977639,Можайское_шоссе
10647,Можайское_шоссе_4к1,-5.6454,Можайское_шоссе
11179,Можайское_шоссе_34к2,-2.87275,Можайское_шоссе
12605,Можайское_шоссе_19,-1.79175,Можайское_шоссе
7098,Можайское_шоссе_27,-2.4366,Можайское_шоссе
19562,Молдавская_улица_16,-1.94002,Молдавская_улица
12551,Молдавская_улица_8,-3.11461,Молдавская_улица
13125,Молдавская_улица_2к2,-4.6918,Молдавская_улица
11540,Молдавская_улица_2к1,-4.36607,Молдавская_улица
486,Молдавская_улица_6,-5.27104,Молдавская_улица
4598,Молодогвардейская_улица_2к1,1.2676,Молодогвардейская_улица
3306,Молодогвардейская_улица_18,-4.10311,Молодогвардейская_улица
16000,Молодогвардейская_улица_35к2,-0.346218,Молодогвардейская_улица
6506,Молодогвардейская_улица_33к1,-1.34378,Молодогвардейская_улица
3747,Молодогвардейская_улица_23к1,-2.23471,Молодогвардейская_улица
8509,Молодогвардейская_улица_21к1,-1.65884,Молодогвардейская_улица
6123,Молодогвардейская_улица_4к1,4.58345,Молодогвардейская_улица
12495,Молодогвардейская_улица_22к1,-3.57833,Молодогвардейская_улица
15908,Молодогвардейская_улица_25к1,-0.912443,Молодогвардейская_улица
26381,Молодогвардейская_улица_6,-1.70592,Молодогвардейская_улица
23136,Молодогвардейская_улица_1к2,-2.88236,Молодогвардейская_улица
8192,Молодогвардейская_улица_36к6,-5.33664,Молодогвардейская_улица
7767,Молодогвардейская_улица_2к3,1.82373,Молодогвардейская_улица
23300,Молодогвардейская_улица_5,-2.59956,Молодогвардейская_улица
17069,Молодогвардейская_улица_45,-1.98331,Молодогвардейская_улица
23026,Молодогвардейская_улица_31к2,-2.05614,Молодогвардейская_улица
23805,Молодогвардейская_улица_19к1,-1.89373,Молодогвардейская_улица
11673,Молодогвардейская_улица_47к1,-2.08004,Молодогвардейская_улица
20731,Молодогвардейская_улица_41,-0.564106,Молодогвардейская_улица
13753,Молодогвардейская_улица_27к1,-2.45643,Молодогвардейская_улица
904,Молодогвардейская_улица_28к1,-2.03847,Молодогвардейская_улица
6475,Молодогвардейская_улица_2,-1.28848,Молодогвардейская_улица
7524,Молодогвардейская_улица_33к2,-1.22533,Молодогвардейская_улица
4470,Молодогвардейская_улица_48,-2.33226,Молодогвардейская_улица
26763,Молодогвардейская_улица_30К1,-1.59218,Молодогвардейская_улица
1968,Молодогвардейская_улица_39,-1.24071,Молодогвардейская_улица
7382,Молодогвардейская_улица_3,-3.02167,Молодогвардейская_улица
6799,Молодогвардейская_улица_53,-1.78109,Молодогвардейская_улица
11583,Молодогвардейская_улица_8к1,5.03076,Молодогвардейская_улица
24647,Молодогвардейская_улица_43,-0.346954,Молодогвардейская_улица
15066,Молодогвардейская_улица_37к1,-2.14028,Молодогвардейская_улица
25420,Молодогвардейская_улица_4,2.28375,Молодогвардейская_улица
16581,Молодогвардейская_улица_24к3,-2.39636,Молодогвардейская_улица
16169,Молодогвардейская_улица_29к1,-1.37568,Молодогвардейская_улица
5847,Молодогвардейская_улица_31к1,-2.34474,Молодогвардейская_улица
3658,Молодогвардейская_улица_51,-1.69171,Молодогвардейская_улица
21700,Молодогвардейская_улица_34,-5.85997,Молодогвардейская_улица
7266,Молодогвардейская_улица_35к1,-0.573067,Молодогвардейская_улица
19423,Молодогвардейская_улица_55,-0.982062,Молодогвардейская_улица
3608,Молодогвардейская_улица_46к3,-1.28311,Молодогвардейская_улица
9393,Молодогвардейская_улица_50,-4.02842,Молодогвардейская_улица
14531,Молодогвардейская_улица_8,2.34719,Молодогвардейская_улица
2326,Молодогвардейская_улица_38к1,-2.04637,Молодогвардейская_улица
4209,Молодогвардейская_улица_47к3,-2.42064,Молодогвардейская_улица
8840,Молодогвардейская_улица_15,-0.619968,Молодогвардейская_улица
12922,Молодогвардейская_улица_26к1,-2.23284,Молодогвардейская_улица
8533,Молодогвардейская_улица_27к2,-2.60743,Молодогвардейская_улица
13679,Молодёжная_улица_4,-1.51376,Молодёжная_улица
24611,Молодёжная_улица_6,-0.595678,Молодёжная_улица
22998,Молочный_переулок_2,5.28014,Молочный_переулок
13092,Молочный_переулок_4,1.1421,Молочный_переулок
23634,Моршанская_улица_4,-3.54702,Моршанская_улица
21190,Моршанская_улица_2к1,-2.51878,Моршанская_улица
13349,Моршанская_улица_3к1,-3.02026,Моршанская_улица
8672,Московская_улица_3,-5.64402,Московская_улица
16795,Московская_улица_1,-5.98295,Московская_улица
11904,Московская_улица_2,-5.92817,Московская_улица
21694,Московско-Казанский_переулок_11-15,-1.01809,Московско-Казанский_переулок
11231,Московско-Казанский_переулок_10,-1.25593,Московско-Казанский_переулок
13054,Московско-Казанский_переулок_5-7,-1.84916,Московско-Казанский_переулок
26217,Мосфильмовская_улица_25,-1.83316,Мосфильмовская_улица
18933,Мосфильмовская_улица_19к1,-1.65375,Мосфильмовская_улица
5011,Мосфильмовская_улица_17/25,-5.14817,Мосфильмовская_улица
19357,Мосфильмовская_улица_14,-1.86867,Мосфильмовская_улица
19408,Мосфильмовская_улица_41,-2.17013,Мосфильмовская_улица
18595,Мосфильмовская_улица_53,0.676156,Мосфильмовская_улица
22924,Мосфильмовская_улица_20/2,-2.21326,Мосфильмовская_улица
577,Мосфильмовская_улица_74,-5.48022,Мосфильмовская_улица
16221,Мосфильмовская_улица_6,2.10459,Мосфильмовская_улица
16892,Мосфильмовская_улица_12,-1.10165,Мосфильмовская_улица
14666,Мосфильмовская_улица_4А,-1.39552,Мосфильмовская_улица
14822,Мосфильмовская_улица_18,-1.36686,Мосфильмовская_улица
6254,Мосфильмовская_улица_16,-4.77733,Мосфильмовская_улица
18334,Мосфильмовская_улица_26,-1.44981,Мосфильмовская_улица
22356,Мосфильмовская_улица_23,-1.78566,Мосфильмовская_улица
15677,Мосфильмовская_улица_37к2,2.74655,Мосфильмовская_улица
24233,Мосфильмовская_улица_39к2,-3.25331,Мосфильмовская_улица
21486,Мосфильмовская_улица_11к4,0.894259,Мосфильмовская_улица
26343,Мосфильмовская_улица_30,-1.565,Мосфильмовская_улица
12512,Мосфильмовская_улица_43/40,-2.09997,Мосфильмовская_улица
26524,Мосфильмовская_улица_15,2.19988,Мосфильмовская_улица
21386,Мосфильмовская_улица_39к1,-4.46563,Мосфильмовская_улица
393,Мосфильмовская_улица_10,2.97694,Мосфильмовская_улица
10676,Мосфильмовская_улица_88к2,3.45537,Мосфильмовская_улица
13541,Мосфильмовская_улица_88к4с1,3.44755,Мосфильмовская_улица
21697,Мосфильмовская_улица_11к3,-0.952879,Мосфильмовская_улица
16969,Мосфильмовская_улица_2,-0.257476,Мосфильмовская_улица
6355,Мосфильмовская_улица_22,-2.00372,Мосфильмовская_улица
21372,Мосфильмовская_улица_39к3,-3.05564,Мосфильмовская_улица
11460,Мосфильмовская_улица_27,-2.47652,Мосфильмовская_улица
9955,Мосфильмовская_улица_78,-4.87654,Мосфильмовская_улица
2365,Мосфильмовская_улица_76,-4.37014,Мосфильмовская_улица
2358,Мосфильмовская_улица_41к1,-1.76382,Мосфильмовская_улица
5366,Мосфильмовская_улица_32,-3.67237,Мосфильмовская_улица
1491,Мосфильмовская_улица_13,-0.246219,Мосфильмовская_улица
2448,Мосфильмовская_улица_19к2,-2.91372,Мосфильмовская_улица
2137,Мосфильмовская_улица_33,-3.35818,Мосфильмовская_улица
9887,Мосфильмовская_улица_34,-2.17186,Мосфильмовская_улица
20593,Мосфильмовская_улица_8,5.29648,Мосфильмовская_улица
16115,Мосфильмовская_улица_28,-3.00932,Мосфильмовская_улица
26033,Мосфильмовская_улица_11к1,0.949368,Мосфильмовская_улица
1123,Мосфильмовская_улица_55,-0.346126,Мосфильмовская_улица
9182,Мосфильмовская_улица_36,-2.25965,Мосфильмовская_улица
9006,Мосфильмовская_улица_24,-2.30432,Мосфильмовская_улица
3802,Мосфильмовская_улица_31,-2.42516,Мосфильмовская_улица
17918,Мосфильмовская_улица_11к2,-0.349806,Мосфильмовская_улица
8383,Мосфильмовская_улица_37к1,-1.70374,Мосфильмовская_улица
16585,Мукомольный_проезд_5к2,-1.10922,Мукомольный_проезд
25242,Мукомольный_проезд_7к1,-1.69756,Мукомольный_проезд
1166,Мукомольный_проезд_11,-1.91942,Мукомольный_проезд
12778,Мукомольный_проезд_9к1,-2.17974,Мукомольный_проезд
9368,Мукомольный_проезд_5к1,-1.72161,Мукомольный_проезд
15481,Мукомольный_проезд_1к1,-1.21172,Мукомольный_проезд
7418,Мукомольный_проезд_9к2,-2.63188,Мукомольный_проезд
11184,Мукомольный_проезд_7к2,-1.30996,Мукомольный_проезд
6011,Мукомольный_проезд_1к2,-1.43174,Мукомольный_проезд
24985,Муравская_улица_17,-0.776676,Муравская_улица
5836,Муравская_улица_12к1,-0.670606,Муравская_улица
13230,Муравская_улица_15,-0.954286,Муравская_улица
7429,Муравская_улица_34,-0.776096,Муравская_улица
8388,Муравская_улица_32,-0.34672,Муравская_улица
6177,Мурановская_улица_4,-3.33465,Мурановская_улица
8578,Мурановская_улица_15,-2.86625,Мурановская_улица
21790,Мурановская_улица_6,-4.84885,Мурановская_улица
7391,Мурановская_улица_19,-4.61553,Мурановская_улица
25146,Мурановская_улица_9,-2.68268,Мурановская_улица
21596,Мурановская_улица_7Б,-2.53581,Мурановская_улица
19794,Мурановская_улица_17Б,-4.81626,Мурановская_улица
17886,Мурановская_улица_17,-3.25317,Мурановская_улица
5236,Мурановская_улица_7,-5.09045,Мурановская_улица
11470,Мурановская_улица_12А,-3.0504,Мурановская_улица
26065,Мурановская_улица_21А,-2.26997,Мурановская_улица
14084,Мурановская_улица_10,-4.86095,Мурановская_улица
8195,Мурановская_улица_21,-3.3855,Мурановская_улица
14718,Мурановская_улица_19Б,-2.75662,Мурановская_улица
21899,Мурановская_улица_12,-4.75329,Мурановская_улица
8085,Мурановская_улица_11,-2.48719,Мурановская_улица
5406,Мурановская_улица_13,-5.95833,Мурановская_улица
2331,Мурановская_улица_8,-4.81098,Мурановская_улица
20851,Мурановская_улица_13Б,-3.50532,Мурановская_улица
10200,Мурманский_проезд_16,-2.08536,Мурманский_проезд
24858,Мурманский_проезд_22,-3.02088,Мурманский_проезд
11969,Мурманский_проезд_6,-2.70325,Мурманский_проезд
6249,Мурманский_проезд_20,-1.26827,Мурманский_проезд
20665,Мурманский_проезд_18,-2.57115,Мурманский_проезд
5359,Мытная_улица_48,-1.53497,Мытная_улица
10737,Мытная_улица_27к1,-3.48264,Мытная_улица
11151,Мытная_улица_27,-3.7376,Мытная_улица
14031,Мытная_улица_56,-1.69493,Мытная_улица
11112,Мытная_улица_44,2.52671,Мытная_улица
7445,Мытная_улица_46/2к3,-1.63787,Мытная_улица
1876,Мытная_улица_60,-1.74516,Мытная_улица
14752,Мытная_улица_24,-2.39752,Мытная_улица
428,Мытная_улица_28с3,-2.93881,Мытная_улица
18848,Мытная_улица_23к1,-2.29129,Мытная_улица
14397,Мытная_улица_52,-1.41525,Мытная_улица
10660,Мытная_улица_58,-1.66487,Мытная_улица
10013,Мытная_улица_25,-2.24462,Мытная_улица
11337,Мытная_улица_23,-4.36912,Мытная_улица
3073,Мытная_улица_50,-1.40078,Мытная_улица
22560,Мытная_улица_62,-2.96687,Мытная_улица
418,Мытная_улица_25к1,-2.0011,Мытная_улица
1700,Мясницкая_улица_40А,-0.242206,Мясницкая_улица
3578,Мясницкая_улица_21с8,1.86429,Мясницкая_улица
16294,Мясницкая_улица_30с3,0.986184,Мясницкая_улица
483,Мясницкая_улица_30/1,0.116848,Мясницкая_улица
13246,Мясницкая_улица_35А,-1.00227,Мясницкая_улица
7267,Мясницкая_улица_24/7с2,0.981666,Мясницкая_улица
9454,Мясницкая_улица_17с2,2.81157,Мясницкая_улица
8234,Мясницкая_улица_21/8с5,0.794751,Мясницкая_улица
24064,Мясницкая_улица_22с1,0.701278,Мясницкая_улица
6629,Мясницкая_улица_15,6.22422,Мясницкая_улица
1684,Мясницкая_улица_24/7с1,3.57087,Мясницкая_улица
23211,Мячковский_бульвар_8к4,-3.61545,Мячковский_бульвар
4919,Мячковский_бульвар_9,-6.26172,Мячковский_бульвар
4353,Мячковский_бульвар_20к2,-4.2116,Мячковский_бульвар
20423,Мячковский_бульвар_14к2,-3.57407,Мячковский_бульвар
7274,Мячковский_бульвар_20к3,-1.86104,Мячковский_бульвар
1816,Мячковский_бульвар_5к1,-5.0792,Мячковский_бульвар
26953,Мячковский_бульвар_27,-5.81232,Мячковский_бульвар
26560,Мячковский_бульвар_6,-4.80356,Мячковский_бульвар
8732,Мячковский_бульвар_18к1,-5.63517,Мячковский_бульвар
7620,Мячковский_бульвар_31/19,-5.43373,Мячковский_бульвар
12617,Мячковский_бульвар_8к2,-1.61592,Мячковский_бульвар
10392,Мячковский_бульвар_8к1,-4.21106,Мячковский_бульвар
13543,Мячковский_бульвар_19,-5.17158,Мячковский_бульвар
9722,Мячковский_бульвар_6к1,-1.17959,Мячковский_бульвар
16417,Мячковский_бульвар_8,-4.64514,Мячковский_бульвар
10842,Мячковский_бульвар_3,-5.85539,Мячковский_бульвар
853,Мячковский_бульвар_6к2,-1.24333,Мячковский_бульвар
20111,Мячковский_бульвар_8к3,-2.09203,Мячковский_бульвар
16005,Набережная_улица_15,-0.345818,Набережная_улица
22744,Нагатинская_набережная_62к2,-2.87217,Нагатинская_набережная
16733,Нагатинская_набережная_40А,-1.3966,Нагатинская_набережная
23330,Нагатинская_набережная_60к4,-3.08679,Нагатинская_набережная
26789,Нагатинская_набережная_42к3,-2.80949,Нагатинская_набережная
1330,Нагатинская_набережная_70,-2.01342,Нагатинская_набережная
1854,Нагатинская_набережная_18к1,-5.20076,Нагатинская_набережная
21822,Нагатинская_набережная_66к2,-1.91758,Нагатинская_набережная
21163,Нагатинская_набережная_42к2,-2.03735,Нагатинская_набережная
11789,Нагатинская_набережная_10,-5.89065,Нагатинская_набережная
13539,Нагатинская_набережная_62,-1.98177,Нагатинская_набережная
2450,Нагатинская_набережная_12к5,-5.47881,Нагатинская_набережная
18708,Нагатинская_набережная_46к2,-2.3703,Нагатинская_набережная
4131,Нагатинская_набережная_28,-4.52239,Нагатинская_набережная
13844,Нагатинская_набережная_60к2,-1.95769,Нагатинская_набережная
15841,Нагатинская_набережная_60к1,-1.99952,Нагатинская_набережная
23402,Нагатинская_набережная_26,-3.08721,Нагатинская_набережная
26740,Нагатинская_набережная_40/1,-6.3051,Нагатинская_набережная
16949,Нагатинская_набережная_44к3,-3.54434,Нагатинская_набережная
23156,Нагатинская_набережная_22к2,-6.39552,Нагатинская_набережная
23215,Нагатинская_набережная_14к5,-2.65908,Нагатинская_набережная
17290,Нагатинская_набережная_64к1,-2.78029,Нагатинская_набережная
4825,Нагатинская_набережная_14к4,-2.67163,Нагатинская_набережная
4742,Нагатинская_набережная_34,-4.89828,Нагатинская_набережная
6798,Нагатинская_набережная_46,-5.17187,Нагатинская_набережная
1833,Нагатинская_набережная_64,-4.786,Нагатинская_набережная
11108,Нагатинская_набережная_56к2,-2.12383,Нагатинская_набережная
18961,Нагатинская_набережная_48/2,-5.81456,Нагатинская_набережная
834,Нагатинская_набережная_10к3,-5.63083,Нагатинская_набережная
11211,Нагатинская_набережная_14к2,-2.75839,Нагатинская_набережная
6555,Нагатинская_набережная_16к3,-3.24413,Нагатинская_набережная
15706,Нагатинская_набережная_18,-4.73044,Нагатинская_набережная
5323,Нагатинская_набережная_12к4,-2.73811,Нагатинская_набережная
7947,Нагатинская_набережная_44к1,-5.19336,Нагатинская_набережная
24774,Нагатинская_набережная_14к3,-1.6058,Нагатинская_набережная
12966,Нагатинская_набережная_46к3,-2.35065,Нагатинская_набережная
18997,Нагатинская_набережная_12к3,-5.17356,Нагатинская_набережная
14862,Нагатинская_набережная_20к2,-4.7556,Нагатинская_набережная
16231,Нагатинская_набережная_16,-5.34708,Нагатинская_набережная
270,Нагатинская_набережная_22,-3.59,Нагатинская_набережная
25642,Нагатинская_набережная_60к3,-1.98731,Нагатинская_набережная
4618,Нагатинская_набережная_58к2,-1.8691,Нагатинская_набережная
7129,Нагатинская_набережная_56А,-2.4539,Нагатинская_набережная
11882,Нагатинская_улица_28к2,-1.5592,Нагатинская_улица
8351,Нагатинская_улица_32,-1.7673,Нагатинская_улица
7855,Нагатинская_улица_15к3,-2.77792,Нагатинская_улица
16047,Нагатинская_улица_21к2,-1.94014,Нагатинская_улица
9502,Нагатинская_улица_9к2,-1.70943,Нагатинская_улица
7224,Нагатинская_улица_19,-1.31999,Нагатинская_улица
15769,Нагатинская_улица_27,-2.63061,Нагатинская_улица
15764,Нагатинская_улица_20,-1.71188,Нагатинская_улица
11901,Нагатинская_улица_24,-1.90591,Нагатинская_улица
16945,Нагатинская_улица_27к3,-2.2489,Нагатинская_улица
3940,Нагатинская_улица_15к2,-2.16129,Нагатинская_улица
2431,Нагатинская_улица_33к2,-2.17478,Нагатинская_улица
56,Нагатинская_улица_17к1,-3.50792,Нагатинская_улица
22686,Нагатинская_улица_22к2,-2.50145,Нагатинская_улица
4047,Нагатинская_улица_15к1,-2.32623,Нагатинская_улица
1896,Нагатинская_улица_13к1,-2.30765,Нагатинская_улица
5515,Нагатинская_улица_18,-3.05893,Нагатинская_улица
8154,Нагатинская_улица_35к2,-2.75604,Нагатинская_улица
20386,Нагатинская_улица_29к2,-5.31555,Нагатинская_улица
1094,Нагатинская_улица_21к1,-0.844496,Нагатинская_улица
12528,Нагатинская_улица_28,-2.08154,Нагатинская_улица
12573,Нагатинская_улица_9к1,-1.3409,Нагатинская_улица
9148,Нагатинская_улица_8,-2.88871,Нагатинская_улица
25303,Нагатинская_улица_25,-2.72408,Нагатинская_улица
4073,Нагатинская_улица_13к2,-1.12874,Нагатинская_улица
10067,Нагатинская_улица_33,-1.42904,Нагатинская_улица
12153,Нагатинская_улица_29к3,-0.814331,Нагатинская_улица
24238,Нагатинская_улица_35к1,-2.18981,Нагатинская_улица
13273,Нагатинская_улица_35к3,-2.0411,Нагатинская_улица
8947,Нагатинская_улица_29к1,-1.86524,Нагатинская_улица
7548,Нагатинская_улица_10,-3.16109,Нагатинская_улица
10557,Нагатинская_улица_30,-1.99558,Нагатинская_улица
19680,Нагатинская_улица_11к1,-2.07551,Нагатинская_улица
1061,Нагатинский_бульвар_12,-2.97178,Нагатинский_бульвар
6507,Нагатинский_бульвар_6,-4.97769,Нагатинский_бульвар
18039,Нагатинский_бульвар_10,-1.90176,Нагатинский_бульвар
23995,Нагатинский_бульвар_8,-1.94795,Нагатинский_бульвар
4692,Нагорная_улица_19к2,-3.03895,Нагорная_улица
21992,Нагорная_улица_20к5,-2.15649,Нагорная_улица
12009,Нагорная_улица_9к2,-1.93006,Нагорная_улица
12222,Нагорная_улица_24к4,-0.346646,Нагорная_улица
780,Нагорная_улица_20к3,-2.0168,Нагорная_улица
12342,Нагорная_улица_14к2,-1.56539,Нагорная_улица
17074,Нагорная_улица_15к5,-4.1163,Нагорная_улица
13358,Нагорная_улица_7к3,-1.70409,Нагорная_улица
12220,Нагорная_улица_27к1,-2.21097,Нагорная_улица
714,Нагорная_улица_15к7,-1.77003,Нагорная_улица
26589,Нагорная_улица_2к2,-1.95959,Нагорная_улица
18329,Нагорная_улица_15к4,-2.46951,Нагорная_улица
26490,Нагорная_улица_16к2,-1.23344,Нагорная_улица
18276,Нагорная_улица_13Ак4,-1.12267,Нагорная_улица
16876,Нагорная_улица_40,-3.06065,Нагорная_улица
19938,Нагорная_улица_14к1,-3.25617,Нагорная_улица
15296,Нагорная_улица_24к3,-1.65814,Нагорная_улица
4126,Нагорная_улица_19к4,-2.02747,Нагорная_улица
25234,Нагорная_улица_30к1,-2.11864,Нагорная_улица
1289,Нагорная_улица_17к3,-2.72868,Нагорная_улица
23904,Нагорная_улица_23к2,-2.7178,Нагорная_улица
14794,Нагорная_улица_31к6,-1.42596,Нагорная_улица
23868,Нагорная_улица_15к1-2,-2.13465,Нагорная_улица
15338,Нагорная_улица_22к4,-2.21291,Нагорная_улица
19958,Нагорная_улица_38к1,-1.83151,Нагорная_улица
4463,Нагорная_улица_26к2,-2.19538,Нагорная_улица
22017,Нагорная_улица_5к2,-0.596134,Нагорная_улица
12743,Нагорная_улица_44к1,-1.21615,Нагорная_улица
6923,Нагорная_улица_25к2,-2.51102,Нагорная_улица
5498,Нагорная_улица_22к3,-1.0151,Нагорная_улица
2817,Нагорная_улица_31к1,-1.15449,Нагорная_улица
