,address,coef,street
19068,Большой_Казённый_переулок_2,1.40343,Большой_Казённый_переулок
19908,Большой_Каретный_переулок_15,0.383775,Большой_Каретный_переулок
6424,Большой_Каретный_переулок_4с7,-1.26317,Большой_Каретный_переулок
6341,Большой_Каретный_переулок_18с4,-0.278029,Большой_Каретный_переулок
14503,Большой_Каретный_переулок_18,-0.519749,Большой_Каретный_переулок
4367,Большой_Каретный_переулок_17с2,0.035754,Большой_Каретный_переулок
5446,Большой_Каретный_переулок_17с1,0.891152,Большой_Каретный_переулок
26342,Большой_Каретный_переулок_17с3,0.286689,Большой_Каретный_переулок
2027,Большой_Каретный_переулок_6,0.89814,Большой_Каретный_переулок
1609,Большой_Каретный_переулок_20с1,1.41527,Большой_Каретный_переулок
18225,Большой_Кисловский_переулок_4с1,1.12335,Большой_Кисловский_переулок
15682,Большой_Козихинский_переулок_27с2,1.68068,Большой_Козихинский_переулок
14507,Большой_Козихинский_переулок_27с1,3.13814,Большой_Козихинский_переулок
7881,Большой_Козихинский_переулок_8с2,0.610672,Большой_Козихинский_переулок
12059,Большой_Козихинский_переулок_6с1,1.47302,Большой_Козихинский_переулок
26409,Большой_Козихинский_переулок_14с2,2.53906,Большой_Козихинский_переулок
5021,Большой_Козихинский_переулок_23,2.81264,Большой_Козихинский_переулок
6574,Большой_Козихинский_переулок_4,1.4731,Большой_Козихинский_переулок
21448,Большой_Козихинский_переулок_17с1,1.84142,Большой_Козихинский_переулок
20800,Большой_Козихинский_переулок_31с2,0.951231,Большой_Козихинский_переулок
20735,Большой_Козихинский_переулок_10,1.29531,Большой_Козихинский_переулок
11884,Большой_Козихинский_переулок_19/6,0.976559,Большой_Козихинский_переулок
22006,Большой_Козихинский_переулок_12/2,0.500944,Большой_Козихинский_переулок
11828,Большой_Козихинский_переулок_25,3.1103,Большой_Козихинский_переулок
22082,Большой_Козихинский_переулок_1/9с1,0.984018,Большой_Козихинский_переулок
161,Большой_Козловский_переулок_11с2,-1.40678,Большой_Козловский_переулок
25063,Большой_Козловский_переулок_7,-0.527056,Большой_Козловский_переулок
464,Большой_Козловский_переулок_3,0.748576,Большой_Козловский_переулок
12680,Большой_Козловский_переулок_10с1,-0.937901,Большой_Козловский_переулок
14274,Большой_Козловский_переулок_8,1.00622,Большой_Козловский_переулок
20602,Большой_Козловский_переулок_11с1,-3.20349,Большой_Козловский_переулок
22425,Большой_Козловский_переулок_12,2.14533,Большой_Козловский_переулок
25682,Большой_Кондратьевский_переулок_10с1,-1.8705,Большой_Кондратьевский_переулок
11592,Большой_Кондратьевский_переулок_4к3,-4.29663,Большой_Кондратьевский_переулок
3244,Большой_Кондратьевский_переулок_8с1,-1.72055,Большой_Кондратьевский_переулок
25175,Большой_Кондратьевский_переулок_12с1,-5.25305,Большой_Кондратьевский_переулок
23791,Большой_Кондратьевский_переулок_14с1,-1.81557,Большой_Кондратьевский_переулок
6641,Большой_Кондратьевский_переулок_4с1,-2.41883,Большой_Кондратьевский_переулок
18807,Большой_Кондратьевский_переулок_4к2,-2.10639,Большой_Кондратьевский_переулок
953,Большой_Кондратьевский_переулок_6,-2.67844,Большой_Кондратьевский_переулок
2047,Большой_Конюшковский_переулок_27А,-1.26055,Большой_Конюшковский_переулок
23588,Большой_Коптевский_проезд_8,-4.6101,Большой_Коптевский_проезд
21938,Большой_Коптевский_проезд_7с1,-0.345042,Большой_Коптевский_проезд
10130,Большой_Коптевский_проезд_10к1,-2.44256,Большой_Коптевский_проезд
16204,Большой_Коптевский_проезд_14к2,-0.938857,Большой_Коптевский_проезд
24564,Большой_Коптевский_проезд_14к4,-2.32661,Большой_Коптевский_проезд
16182,Большой_Коптевский_проезд_14к3,-2.45559,Большой_Коптевский_проезд
5751,Большой_Коптевский_проезд_12к1,-2.01368,Большой_Коптевский_проезд
5603,Большой_Коптевский_проезд_14к1,-1.63366,Большой_Коптевский_проезд
1789,Большой_Коптевский_проезд_10к2,2.04604,Большой_Коптевский_проезд
20882,Большой_Коптевский_проезд_4,-2.72838,Большой_Коптевский_проезд
10535,Большой_Краснопрудный_тупик_6/21,-0.812666,Большой_Краснопрудный_тупик
22520,Большой_Краснопрудный_тупик_8/12,-0.604546,Большой_Краснопрудный_тупик
24878,Большой_Купавенский_проезд_6/1,-2.79643,Большой_Купавенский_проезд
2612,Большой_Купавенский_проезд_2,-3.40812,Большой_Купавенский_проезд
22324,Большой_Купавенский_проезд_4,-5.49609,Большой_Купавенский_проезд
3513,Большой_Купавенский_проезд_10,-2.37248,Большой_Купавенский_проезд
3194,Большой_Купавенский_проезд_12,-2.243,Большой_Купавенский_проезд
22938,Большой_Купавенский_проезд_8,-2.68173,Большой_Купавенский_проезд
22054,Большой_Лёвшинский_переулок_3,1.12846,Большой_Лёвшинский_переулок
10878,Большой_Лёвшинский_переулок_11,5.21798,Большой_Лёвшинский_переулок
23133,Большой_Лёвшинский_переулок_8/1с2,-1.35016,Большой_Лёвшинский_переулок
7517,Большой_Лёвшинский_переулок_8А,0.364467,Большой_Лёвшинский_переулок
8766,Большой_Лёвшинский_переулок_17,-0.967456,Большой_Лёвшинский_переулок
14355,Большой_Матросский_переулок_1,-4.79457,Большой_Матросский_переулок
16380,Большой_Николоворобинский_переулок_10,0.347277,Большой_Николоворобинский_переулок
25115,Большой_Николопесковский_переулок_5,0.540147,Большой_Николопесковский_переулок
17940,Большой_Николопесковский_переулок_3,0.905335,Большой_Николопесковский_переулок
12388,Большой_Николопесковский_переулок_12,1.67314,Большой_Николопесковский_переулок
14703,Большой_Николопесковский_переулок_13,0.521311,Большой_Николопесковский_переулок
13103,Большой_Николопесковский_переулок_6,1.9526,Большой_Николопесковский_переулок
19563,Большой_Овчинниковский_переулок_24с1,0.606091,Большой_Овчинниковский_переулок
2804,Большой_Овчинниковский_переулок_10,2.62603,Большой_Овчинниковский_переулок
17893,Большой_Овчинниковский_переулок_26с6,-0.340786,Большой_Овчинниковский_переулок
14437,Большой_Овчинниковский_переулок_17,-0.267959,Большой_Овчинниковский_переулок
18926,Большой_Овчинниковский_переулок_12с1,-1.19503,Большой_Овчинниковский_переулок
21087,Большой_Овчинниковский_переулок_20,5.38203,Большой_Овчинниковский_переулок
16537,Большой_Палашёвский_переулок_1/14с5,0.348592,Большой_Палашёвский_переулок
19529,Большой_Палашёвский_переулок_10,1.51462,Большой_Палашёвский_переулок
3441,Большой_Палашёвский_переулок_1с2,1.36835,Большой_Палашёвский_переулок
8475,Большой_Палашёвский_переулок_1/14с1,1.49159,Большой_Палашёвский_переулок
23095,Большой_Палашёвский_переулок_14/7с1,1.30677,Большой_Палашёвский_переулок
2580,Большой_Палашёвский_переулок_12с1,0.521345,Большой_Палашёвский_переулок
7276,Большой_Палашёвский_переулок_3,1.80371,Большой_Палашёвский_переулок
8242,Большой_Палашёвский_переулок_14А,1.96665,Большой_Палашёвский_переулок
19000,Большой_Палашёвский_переулок_12с2,0.647153,Большой_Палашёвский_переулок
14471,Большой_Патриарший_переулок_12,1.63291,Большой_Патриарший_переулок
13252,Большой_Патриарший_переулок_8с1,3.34184,Большой_Патриарший_переулок
5517,Большой_Патриарший_переулок_10,0.946381,Большой_Патриарший_переулок
3692,Большой_Патриарший_переулок_4,2.15532,Большой_Патриарший_переулок
24056,Большой_Предтеченский_переулок_14,0.760745,Большой_Предтеченский_переулок
22096,Большой_Предтеченский_переулок_21,-0.335361,Большой_Предтеченский_переулок
4000,Большой_Предтеченский_переулок_31,0.348353,Большой_Предтеченский_переулок
6497,Большой_Предтеченский_переулок_29с1,-1.58491,Большой_Предтеченский_переулок
25638,Большой_Предтеченский_переулок_23,1.0664,Большой_Предтеченский_переулок
4098,Большой_Ржевский_переулок_11,1.86757,Большой_Ржевский_переулок
3063,Большой_Рогожский_переулок_5к2,-1.39298,Большой_Рогожский_переулок
4157,Большой_Рогожский_переулок_10к1,-4.03675,Большой_Рогожский_переулок
13948,Большой_Рогожский_переулок_12,0.929252,Большой_Рогожский_переулок
8563,Большой_Рогожский_переулок_10к2,-2.92385,Большой_Рогожский_переулок
16698,Большой_Рогожский_переулок_15,-2.09692,Большой_Рогожский_переулок
19077,Большой_Рогожский_переулок_7,-0.337123,Большой_Рогожский_переулок
6754,Большой_Рогожский_переулок_10к3,-2.39796,Большой_Рогожский_переулок
16694,Большой_Саввинский_переулок_2с7,-0.517724,Большой_Саввинский_переулок
25810,Большой_Саввинский_переулок_3,1.25714,Большой_Саввинский_переулок
15285,Большой_Саввинский_переулок_16,-1.38289,Большой_Саввинский_переулок
25583,Большой_Саввинский_переулок_1,-3.04569,Большой_Саввинский_переулок
19389,Большой_Саввинский_переулок_19,-2.22946,Большой_Саввинский_переулок
22052,Большой_Саввинский_переулок_2к1,-1.82938,Большой_Саввинский_переулок
25061,Большой_Саввинский_переулок_10с1,-1.38291,Большой_Саввинский_переулок
11861,Большой_Сергиевский_переулок_20,0.050576,Большой_Сергиевский_переулок
3605,Большой_Сергиевский_переулок_9,1.32971,Большой_Сергиевский_переулок
4652,Большой_Сергиевский_переулок_11,0.517523,Большой_Сергиевский_переулок
784,Большой_Сергиевский_переулок_5,0.777742,Большой_Сергиевский_переулок
17121,Большой_Сергиевский_переулок_19/22с1,-0.190861,Большой_Сергиевский_переулок
10824,Большой_Сергиевский_переулок_15,-0.485258,Большой_Сергиевский_переулок
9808,Большой_Симоновский_переулок_2,-0.387503,Большой_Симоновский_переулок
6338,Большой_Симоновский_переулок_11,-2.15477,Большой_Симоновский_переулок
17788,Большой_Спасоглинищевский_переулок_6/1,2.05122,Большой_Спасоглинищевский_переулок
15422,Большой_Строченовский_переулок_4с1,-1.14051,Большой_Строченовский_переулок
7752,Большой_Сухаревский_переулок_16,0.736805,Большой_Сухаревский_переулок
22243,Большой_Сухаревский_переулок_2/24,0.375364,Большой_Сухаревский_переулок
7013,Большой_Сухаревский_переулок_14,-2.45262,Большой_Сухаревский_переулок
21658,Большой_Сухаревский_переулок_13с1,-0.0916353,Большой_Сухаревский_переулок
19814,Большой_Сухаревский_переулок_4,-0.990361,Большой_Сухаревский_переулок
13110,Большой_Сухаревский_переулок_5с3,-0.343758,Большой_Сухаревский_переулок
5053,Большой_Сухаревский_переулок_6,-0.355672,Большой_Сухаревский_переулок
5620,Большой_Сухаревский_переулок_15с1,-0.320293,Большой_Сухаревский_переулок
13922,Большой_Сухаревский_переулок_21с6,-0.277437,Большой_Сухаревский_переулок
16655,Большой_Сухаревский_переулок_11,5.23762,Большой_Сухаревский_переулок
8293,Большой_Сухаревский_переулок_18,0.730167,Большой_Сухаревский_переулок
13629,Большой_Сухаревский_переулок_15с2,0.953828,Большой_Сухаревский_переулок
26863,Большой_Сухаревский_переулок_22,-1.65399,Большой_Сухаревский_переулок
1891,Большой_Сухаревский_переулок_21с4,0.390002,Большой_Сухаревский_переулок
18782,Большой_Татарский_переулок_4с1,-1.15947,Большой_Татарский_переулок
3433,Большой_Татарский_переулок_3,-2.16983,Большой_Татарский_переулок
10012,Большой_Тишинский_переулок_10с1,5.68482,Большой_Тишинский_переулок
17777,Большой_Тишинский_переулок_40с1,-1.79108,Большой_Тишинский_переулок
27009,Большой_Тишинский_переулок_2,-1.99722,Большой_Тишинский_переулок
7629,Большой_Тишинский_переулок_24,-0.265517,Большой_Тишинский_переулок
4747,Большой_Тишинский_переулок_40с2,-2.09772,Большой_Тишинский_переулок
2578,Большой_Тишинский_переулок_12,-0.994209,Большой_Тишинский_переулок
13852,Большой_Тишинский_переулок_26к13-14,0.522763,Большой_Тишинский_переулок
24058,Большой_Тишинский_переулок_37,-2.00437,Большой_Тишинский_переулок
18454,Большой_Тишинский_переулок_22,-1.31725,Большой_Тишинский_переулок
2420,Большой_Толмачёвский_переулок_4с1,2.01176,Большой_Толмачёвский_переулок
11506,Большой_Толмачёвский_переулок_4,1.50581,Большой_Толмачёвский_переулок
16112,Большой_Трёхгорный_переулок_2,-1.32354,Большой_Трёхгорный_переулок
9223,Большой_Трёхгорный_переулок_1/26с1,-1.80328,Большой_Трёхгорный_переулок
11366,Большой_Трёхсвятительский_переулок_1,-1.96069,Большой_Трёхсвятительский_переулок
15698,Большой_Факельный_переулок_9/11,-1.78872,Большой_Факельный_переулок
20781,Большой_Факельный_переулок_2/22,-1.94104,Большой_Факельный_переулок
23817,Большой_Факельный_переулок_22,-2.41572,Большой_Факельный_переулок
19604,Большой_Факельный_переулок_3,-3.67286,Большой_Факельный_переулок
2709,Большой_Факельный_переулок_8,-0.343039,Большой_Факельный_переулок
13396,Большой_Факельный_переулок_1,-1.56323,Большой_Факельный_переулок
11104,Большой_Факельный_переулок_6/12,-1.61634,Большой_Факельный_переулок
21598,Большой_Факельный_переулок_24,-2.75975,Большой_Факельный_переулок
17445,Большой_Харитоньевский_переулок_12А,-0.302503,Большой_Харитоньевский_переулок
7508,Большой_Харитоньевский_переулок_9,-0.146006,Большой_Харитоньевский_переулок
9400,Большой_Харитоньевский_переулок_16-18,3.11574,Большой_Харитоньевский_переулок
26156,Большой_Харитоньевский_переулок_14,2.02418,Большой_Харитоньевский_переулок
13779,Большой_Харитоньевский_переулок_20/2,0.682687,Большой_Харитоньевский_переулок
5081,Большой_Харитоньевский_переулок_5-7с1,0.5431,Большой_Харитоньевский_переулок
12564,Борисовская_улица_25А,-0.575977,Борисовская_улица
4891,Борисовская_улица_33,-2.60363,Борисовская_улица
26398,Борисовская_улица_37,-2.47223,Борисовская_улица
5479,Борисовская_улица_4,-1.33074,Борисовская_улица
15433,Борисовская_улица_35,-2.78145,Борисовская_улица
16018,Борисовская_улица_10А,-0.574868,Борисовская_улица
17461,Борисовская_улица_18,-1.55673,Борисовская_улица
19491,Борисовская_улица_1,0.569107,Борисовская_улица
19730,Борисовская_улица_8А,-0.767751,Борисовская_улица
7685,Борисовская_улица_16,-0.969841,Борисовская_улица
24551,Борисовская_улица_21,-2.33858,Борисовская_улица
18078,Борисовская_улица_7,-2.24231,Борисовская_улица
3086,Борисовская_улица_2/31,-1.12515,Борисовская_улица
26773,Борисовская_улица_29,-1.90663,Борисовская_улица
1047,Борисовская_улица_27,-1.94053,Борисовская_улица
13289,Борисовский_проезд_8к2,-5.4452,Борисовский_проезд
14951,Борисовский_проезд_26,-3.53669,Борисовский_проезд
26839,Борисовский_проезд_20,-4.58279,Борисовский_проезд
9612,Борисовский_проезд_5,-4.87562,Борисовский_проезд
8272,Борисовский_проезд_11к1,-5.47529,Борисовский_проезд
12226,Борисовский_проезд_36к4,-2.90524,Борисовский_проезд
12952,Борисовский_проезд_44к3,-4.7488,Борисовский_проезд
9636,Борисовский_проезд_12к1,-3.4505,Борисовский_проезд
21812,Борисовский_проезд_22к1,-5.27326,Борисовский_проезд
990,Борисовский_проезд_7,-4.57597,Борисовский_проезд
8676,Борисовский_проезд_9к2,-2.83885,Борисовский_проезд
16135,Борисовский_проезд_38к1,-2.31814,Борисовский_проезд
13706,Борисовский_проезд_15к2,-5.4181,Борисовский_проезд
5759,Борисовский_проезд_44к2,-2.44687,Борисовский_проезд
6678,Борисовский_проезд_3к1,-2.35784,Борисовский_проезд
11177,Борисовский_проезд_1к1,-3.21975,Борисовский_проезд
10521,Борисовский_проезд_46к1,-2.77342,Борисовский_проезд
13982,Борисовский_проезд_17к1,-3.60534,Борисовский_проезд
20785,Борисовский_проезд_42к1,-2.47262,Борисовский_проезд
19593,Борисовский_проезд_1к3,-2.49465,Борисовский_проезд
22148,Борисовский_проезд_1к2,-2.63865,Борисовский_проезд
24054,Борисовский_проезд_36к1,-3.95973,Борисовский_проезд
2305,Борисовский_проезд_9к3,-4.76255,Борисовский_проезд
5736,Борисовский_проезд_36к2,-3.39211,Борисовский_проезд
10748,Борисовский_проезд_9к1,-3.81358,Борисовский_проезд
24211,Борисовский_проезд_34,-2.90673,Борисовский_проезд
7962,Борисовский_проезд_36к3,-2.69297,Борисовский_проезд
13606,Борисовский_проезд_10к1,-5.25711,Борисовский_проезд
7973,Борисовский_проезд_16,-4.79376,Борисовский_проезд
8985,Борисовский_проезд_44к1,-2.47252,Борисовский_проезд
1904,Борисовский_проезд_24к1,-3.63273,Борисовский_проезд
15218,Борисовский_проезд_15к1,-2.01764,Борисовский_проезд
6542,Борисовский_проезд_11к2,-4.11488,Борисовский_проезд
25716,Борисоглебский_переулок_12,-1.24154,Борисоглебский_переулок
9989,Борисоглебский_переулок_15с2,0.827795,Борисоглебский_переулок
5096,Борисоглебский_переулок_15с1,-0.252464,Борисоглебский_переулок
2349,Борисоглебский_переулок_13с3,1.25933,Борисоглебский_переулок
2933,Боровая_улица_12,-0.345531,Боровая_улица
11966,Боровая_улица_10к2,-2.18025,Боровая_улица
8905,Боровая_улица_6,-0.62273,Боровая_улица
3823,Боровая_улица_8,-1.00406,Боровая_улица
18155,Боровая_улица_10к1,-2.35115,Боровая_улица
19641,Боровая_улица_16/2,-0.578858,Боровая_улица
1034,Боровая_улица_4,-1.702,Боровая_улица
16232,Боровая_улица_20,-0.346069,Боровая_улица
4766,Боровая_улица_14,-0.960814,Боровая_улица
1364,Боровский_проезд_1,-1.38769,Боровский_проезд
12851,Боровский_проезд_3,-2.05583,Боровский_проезд
1023,Боровский_проезд_4,-0.800028,Боровский_проезд
20940,Боровский_проезд_9,-1.58751,Боровский_проезд
26024,Боровский_проезд_6,-1.38397,Боровский_проезд
2083,Боровский_проезд_14,-1.34176,Боровский_проезд
21072,Боровский_проезд_18,-1.91219,Боровский_проезд
24854,Боровский_проезд_22,-1.36449,Боровский_проезд
5663,Боровский_проезд_20,-1.37196,Боровский_проезд
11939,Боровский_проезд_7,-0.992321,Боровский_проезд
4431,Боровский_проезд_10,-1.65371,Боровский_проезд
16314,Боровский_проезд_8,-1.28757,Боровский_проезд
19483,Боровский_проезд_5,-5.68,Боровский_проезд
24817,Боровский_проезд_2,-2.79161,Боровский_проезд
17499,Боровский_проезд_11,-1.25895,Боровский_проезд
11749,Боровский_проезд_24,-2.61654,Боровский_проезд
8881,Боровский_проезд_12,-1.40229,Боровский_проезд
10991,Боровский_проезд_16,-3.15978,Боровский_проезд
8229,Боровское_шоссе_43к1,-2.22405,Боровское_шоссе
2633,Боровское_шоссе_58,-4.60987,Боровское_шоссе
18207,Боровское_шоссе_32,-2.24079,Боровское_шоссе
19227,Боровское_шоссе_23,-5.15154,Боровское_шоссе
12137,Боровское_шоссе_44к1,-4.40829,Боровское_шоссе
24383,Боровское_шоссе_40,-3.31451,Боровское_шоссе
11726,Боровское_шоссе_45,-3.5347,Боровское_шоссе
4901,Боровское_шоссе_18к2,-2.23142,Боровское_шоссе
12644,Боровское_шоссе_2Ак4,-5.20614,Боровское_шоссе
11831,Боровское_шоссе_33к1,-3.61352,Боровское_шоссе
338,Боровское_шоссе_2Ак3,-5.53791,Боровское_шоссе
18519,Боровское_шоссе_47,-4.72475,Боровское_шоссе
21993,Боровское_шоссе_30,-4.825,Боровское_шоссе
23128,Боровское_шоссе_46,-5.33525,Боровское_шоссе
5598,Боровское_шоссе_29,-4.8023,Боровское_шоссе
24132,Боровское_шоссе_37к3,-2.93979,Боровское_шоссе
13130,Боровское_шоссе_18к1,-3.2518,Боровское_шоссе
16462,Боровское_шоссе_44,-3.64648,Боровское_шоссе
4991,Боровское_шоссе_25,-5.24453,Боровское_шоссе
11661,Боровское_шоссе_34,-1.91895,Боровское_шоссе
5857,Боровское_шоссе_41,-3.31939,Боровское_шоссе
22426,Боровское_шоссе_20к1,-5.6469,Боровское_шоссе
15463,Боровское_шоссе_21,-5.96143,Боровское_шоссе
22103,Боровское_шоссе_58к1,-5.06669,Боровское_шоссе
23662,Боровское_шоссе_36,-3.65135,Боровское_шоссе
21363,Боровское_шоссе_39,-5.19533,Боровское_шоссе
14754,Боровское_шоссе_18к3,-3.43049,Боровское_шоссе
24129,Боровское_шоссе_29к1,-4.76362,Боровское_шоссе
2359,Боровское_шоссе_20,-6.49788,Боровское_шоссе
3615,Боровское_шоссе_37,-3.29733,Боровское_шоссе
15656,Боровское_шоссе_48,-2.34315,Боровское_шоссе
2094,Боровское_шоссе_19,-3.41497,Боровское_шоссе
17841,Ботаническая_улица_15,-3.50019,Ботаническая_улица
25130,Ботаническая_улица_16А,-2.06127,Ботаническая_улица
7145,Ботаническая_улица_14Б,-1.10986,Ботаническая_улица
5665,Ботаническая_улица_19к1,-3.69753,Ботаническая_улица
26846,Ботаническая_улица_17к1,-5.10387,Ботаническая_улица
7712,Ботаническая_улица_8,-1.32029,Ботаническая_улица
13085,Ботаническая_улица_19к2,-2.44037,Ботаническая_улица
8476,Ботаническая_улица_16,-2.71835,Ботаническая_улица
13921,Ботаническая_улица_3,-2.0315,Ботаническая_улица
21907,Ботаническая_улица_33к8,-2.85981,Ботаническая_улица
24039,Ботаническая_улица_33к7,-3.32722,Ботаническая_улица
14373,Ботаническая_улица_17,-2.93216,Ботаническая_улица
15020,Ботаническая_улица_1,-1.97796,Ботаническая_улица
4979,Ботаническая_улица_33к6,-1.40821,Ботаническая_улица
721,Ботаническая_улица_23,-2.76292,Ботаническая_улица
26767,Ботаническая_улица_5,-1.47524,Ботаническая_улица
5249,Ботаническая_улица_37Б,-1.12343,Ботаническая_улица
10814,Ботаническая_улица_7,-2.53778,Ботаническая_улица
8674,Ботаническая_улица_10А,-1.34401,Ботаническая_улица
2722,Ботаническая_улица_37А,-1.78199,Ботаническая_улица
23901,Ботаническая_улица_37/2к1,-2.66462,Ботаническая_улица
6945,Ботаническая_улица_19Б,-1.80961,Ботаническая_улица
6971,Ботаническая_улица_27,-0.959664,Ботаническая_улица
3795,Ботаническая_улица_39,-1.34824,Ботаническая_улица
22275,Ботаническая_улица_19А,-2.79181,Ботаническая_улица
14548,Ботаническая_улица_19,-2.71734,Ботаническая_улица
8213,Ботаническая_улица_9,-1.3467,Ботаническая_улица
15108,Ботаническая_улица_17к2,-4.06099,Ботаническая_улица
19893,Ботаническая_улица_33к5,-2.13645,Ботаническая_улица
3241,Ботаническая_улица_14А,-1.26947,Ботаническая_улица
5538,Ботанический_переулок_12,-1.82195,Ботанический_переулок
1836,Ботанический_переулок_16,3.92224,Ботанический_переулок
10386,Ботанический_переулок_11,-2.60438,Ботанический_переулок
6825,Братеевская_улица_33к2,-4.94062,Братеевская_улица
5383,Братеевская_улица_16к6,-5.52915,Братеевская_улица
24762,Братеевская_улица_25к3,-6.11729,Братеевская_улица
16601,Братеевская_улица_10к4,-4.99837,Братеевская_улица
13325,Братеевская_улица_27к2,-4.8685,Братеевская_улица
7020,Братеевская_улица_39/12,-6.50325,Братеевская_улица
14577,Братеевская_улица_18к3,-5.48728,Братеевская_улица
9540,Братеевская_улица_21к5,-4.46238,Братеевская_улица
5917,Братеевская_улица_21к3,-5.36851,Братеевская_улица
991,Братеевская_улица_10к3,-2.5645,Братеевская_улица
23146,Братеевская_улица_35к3,-6.04544,Братеевская_улица
169,Братеевская_улица_21к1,-5.16211,Братеевская_улица
14105,Братеевская_улица_16к1,-5.44036,Братеевская_улица
8948,Братеевская_улица_21к4,-5.08129,Братеевская_улица
20474,Братеевская_улица_16к2,-1.89626,Братеевская_улица
17736,Братеевская_улица_18к1,-5.18437,Братеевская_улица
5167,Братеевская_улица_10к1,-5.59417,Братеевская_улица
19019,Братеевская_улица_18к5,-5.3144,Братеевская_улица
2663,Братеевская_улица_23к1,-5.38884,Братеевская_улица
10154,Братеевская_улица_8к3,-1.20793,Братеевская_улица
19858,Братеевская_улица_8к4,-3.42881,Братеевская_улица
24121,Братеевская_улица_33к1,-5.31978,Братеевская_улица
25176,Братеевская_улица_25к1,-3.24698,Братеевская_улица
21714,Братеевская_улица_27к1,-5.81365,Братеевская_улица
20893,Братеевская_улица_21,-4.51865,Братеевская_улица
15217,Братеевская_улица_21к2,-5.54804,Братеевская_улица
26330,Братиславская_улица_19к2,-6.44865,Братиславская_улица
24636,Братиславская_улица_27к3,-3.06289,Братиславская_улица
26100,Братиславская_улица_34к1,-4.63787,Братиславская_улица
6688,Братиславская_улица_31к1,-6.34216,Братиславская_улица
8090,Братиславская_улица_18к1,-6.46378,Братиславская_улица
8069,Братиславская_улица_6к1,-4.62653,Братиславская_улица
551,Братиславская_улица_16к3,-3.1873,Братиславская_улица
18493,Братиславская_улица_34к2,-5.17391,Братиславская_улица
1300,Братиславская_улица_21к1,-3.08748,Братиславская_улица
6790,Братиславская_улица_33,-5.56751,Братиславская_улица
4341,Братиславская_улица_15к1,-5.24977,Братиславская_улица
13583,Братиславская_улица_17к1,-3.58926,Братиславская_улица
3684,Братиславская_улица_13к1,-6.2469,Братиславская_улица
23653,Братиславская_улица_16к1,-5.54339,Братиславская_улица
5746,Братиславская_улица_19к1,-5.8144,Братиславская_улица
1317,Братиславская_улица_29к1,-2.47774,Братиславская_улица
16624,Братиславская_улица_27к1,-6.32478,Братиславская_улица
25073,Братиславская_улица_27к2,-3.48256,Братиславская_улица
362,Братиславская_улица_15к2,-5.64405,Братиславская_улица
7265,Братиславская_улица_25,-4.64559,Братиславская_улица
14067,Братиславская_улица_31к2,-3.69604,Братиславская_улица
21009,Братиславская_улица_31к3,-2.05709,Братиславская_улица
23492,Братиславская_улица_18к2,-5.09317,Братиславская_улица
20377,Братиславская_улица_23,-3.4156,Братиславская_улица
12621,Братская_улица_27к1,-3.77632,Братская_улица
25785,Братская_улица_27к2,-1.99544,Братская_улица
19165,Братская_улица_9,-1.83332,Братская_улица
13714,Братская_улица_17к2,-2.65176,Братская_улица
5564,Братская_улица_23к3,-2.66926,Братская_улица
13157,Братская_улица_4,-1.62784,Братская_улица
8305,Братская_улица_23к1,-4.67862,Братская_улица
12182,Братская_улица_15к3,-1.3812,Братская_улица
9830,Братская_улица_19к3,-1.94883,Братская_улица
2103,Братская_улица_7,-1.92599,Братская_улица
11025,Братская_улица_8/16,-2.72877,Братская_улица
13796,Братская_улица_21к2,-2.60637,Братская_улица
22885,Братская_улица_6,-1.698,Братская_улица
20561,Братская_улица_25к1,-3.05295,Братская_улица
696,Братская_улица_19к1,-4.0769,Братская_улица
24415,Братская_улица_17к1,-2.46974,Братская_улица
21555,Братская_улица_15к1,-3.19419,Братская_улица
3520,Братская_улица_27к3,-3.16994,Братская_улица
7623,Братская_улица_21к1,-1.55409,Братская_улица
17214,Братская_улица_15к2,-2.36396,Братская_улица
23615,Братская_улица_5,-2.08676,Братская_улица
26982,Братская_улица_23к2,-2.32604,Братская_улица
24719,Братская_улица_1/45,-1.53415,Братская_улица
5545,Братская_улица_19к2,-2.28891,Братская_улица
18284,Братская_улица_3,-1.61739,Братская_улица
4621,Братская_улица_25к2,-2.4919,Братская_улица
22963,Бригадирский_переулок_3-5,-1.94968,Бригадирский_переулок
20017,Бродников_переулок_7,-1.18179,Бродников_переулок
4643,Бродников_переулок_10к1,3.65591,Бродников_переулок
15220,Бродников_переулок_10к2,1.21683,Бродников_переулок
25993,Бронницкая_улица_2/6,-0.950069,Бронницкая_улица
25334,Бронницкая_улица_4,-1.94716,Бронницкая_улица
4020,Бронницкая_улица_8/9,-1.00034,Бронницкая_улица
22292,Бронницкая_улица_6,-0.344765,Бронницкая_улица
2217,Бронницкая_улица_12,-0.963452,Бронницкая_улица
18346,Бронницкий_переулок_2,-0.970601,Бронницкий_переулок
17896,Брошевский_переулок_6с1,-0.734555,Брошевский_переулок
15653,Брошевский_переулок_8,-2.20286,Брошевский_переулок
26991,Брошевский_переулок_4,-1.75634,Брошевский_переулок
16050,Брюсов_переулок_6,2.24725,Брюсов_переулок
16239,Брюсов_переулок_17,2.14401,Брюсов_переулок
5824,Брюсов_переулок_2/14с3,0.974658,Брюсов_переулок
14778,Брюсов_переулок_8-10с2,0.84817,Брюсов_переулок
1468,Брюсов_переулок_2/14с4,2.22175,Брюсов_переулок
